	city	color	doors	prise	daytime	neighborhood	car_age	found
5317	Chelyabinsk	red	2	700-1000k	night	bad	3	not found
5318	Chelyabinsk	blue	4	2000k+	night	bad	5+	not found
5319	Samara	blue	2	150-200k	morning	mixed	3	not found
5320	Kazan	grey	4	1000-2000k	morning	bad	1	found
5321	Chelyabinsk	blue	2	300-500k	morning	bad	3	found
5322	Moscow	white	4	500-700k	afternoon	bad	4	found
5323	Novosibirsk	white	2	150-200k	night	mixed	2	found
5324	Samara	red	2	200-300k	evening	good	5+	found
5325	Samara	red	4	500-700k	night	good	4	found
5326	Kazan	grey	2	200-300k	night	mixed	2	found
5327	Saint Petersburg	grey	5+	500-700k	afternoon	good	4	not found
5328	Samara	blue	2	700-1000k	afternoon	bad	5+	not found
5329	Moscow	red	4	300-500k	afternoon	bad	2	not found
5330	Novosibirsk	grey	5+	300-500k	night	mixed	3	not found
5331	Kazan	white	2	2000k+	afternoon	mixed	3	not found
5332	Moscow	blue	5+	300-500k	evening	bad	2	found
5333	Saint Petersburg	blue	5+	2000k+	afternoon	bad	1	not found
5334	Yekaterinburg	blue	2	2000k+	afternoon	mixed	4	found
5335	Moscow	red	4	150-200k	night	good	1	not found
5336	Saint Petersburg	black	2	2000k+	morning	bad	3	not found
5337	Saint Petersburg	grey	2	150-200k	night	bad	2	not found
5338	Moscow	blue	2	300-500k	afternoon	mixed	1	not found
5339	Kazan	black	2	500-700k	afternoon	bad	3	not found
5340	Moscow	red	5+	200-300k	night	bad	5+	found
5341	Samara	grey	4	500-700k	night	mixed	1	found
5342	Kazan	blue	4	300-500k	night	good	2	not found
5343	Kazan	red	5+	700-1000k	morning	good	5+	not found
5344	Yekaterinburg	red	2	700-1000k	evening	bad	5+	found
5345	Samara	blue	4	500-700k	evening	bad	4	found
5346	Moscow	grey	2	200-300k	night	bad	5+	found
5347	Saint Petersburg	white	2	500-700k	afternoon	mixed	2	not found
5348	Chelyabinsk	white	5+	500-700k	afternoon	bad	1	not found
5349	Samara	black	4	150-200k	night	bad	2	not found
5350	Saint Petersburg	red	5+	700-1000k	night	bad	3	found
5351	Moscow	white	5+	500-700k	evening	good	3	found
5352	Novosibirsk	white	4	150-200k	night	good	2	not found
5353	Moscow	grey	2	150-200k	morning	bad	4	found
5354	Yekaterinburg	black	2	200-300k	evening	mixed	5+	not found
5355	Chelyabinsk	red	4	2000k+	night	bad	1	found
5356	Novosibirsk	grey	5+	700-1000k	night	bad	3	found
5357	Saint Petersburg	grey	2	300-500k	afternoon	bad	3	found
5358	Novosibirsk	black	4	200-300k	evening	bad	1	not found
5359	Yekaterinburg	white	5+	700-1000k	night	bad	5+	not found
5360	Yekaterinburg	red	4	300-500k	evening	bad	4	not found
5361	Novosibirsk	blue	4	200-300k	morning	mixed	4	found
5362	Kazan	black	4	1000-2000k	afternoon	bad	4	found
5363	Kazan	blue	4	1000-2000k	night	bad	5+	not found
5364	Samara	black	5+	1000-2000k	night	bad	2	found
5365	Saint Petersburg	blue	4	500-700k	night	mixed	4	not found
5366	Yekaterinburg	grey	2	2000k+	afternoon	bad	1	found
5367	Samara	white	5+	150-200k	afternoon	bad	2	found
5368	Moscow	red	5+	1000-2000k	evening	mixed	3	not found
5369	Samara	black	5+	150-200k	night	bad	5+	not found
5370	Moscow	black	4	150-200k	morning	good	2	found
5371	Chelyabinsk	blue	4	150-200k	night	mixed	2	not found
5372	Yekaterinburg	grey	5+	150-200k	afternoon	good	3	found
5373	Kazan	white	4	1000-2000k	night	mixed	1	not found
5374	Chelyabinsk	blue	2	1000-2000k	night	good	2	found
5375	Samara	blue	4	2000k+	night	bad	1	found
5376	Moscow	white	4	150-200k	morning	bad	3	not found
5377	Kazan	black	2	1000-2000k	afternoon	good	2	not found
5378	Novosibirsk	black	4	200-300k	morning	bad	4	not found
5379	Novosibirsk	white	2	200-300k	afternoon	mixed	4	found
5380	Kazan	red	5+	700-1000k	afternoon	bad	2	not found
5381	Moscow	black	4	700-1000k	night	bad	1	found
5382	Saint Petersburg	white	5+	200-300k	morning	bad	3	found
5383	Samara	red	2	2000k+	afternoon	mixed	5+	not found
5384	Yekaterinburg	black	2	300-500k	evening	bad	4	found
5385	Saint Petersburg	black	4	200-300k	afternoon	bad	5+	not found
5386	Saint Petersburg	red	4	150-200k	night	good	5+	not found
5387	Saint Petersburg	red	5+	300-500k	afternoon	bad	1	found
5388	Novosibirsk	black	2	1000-2000k	afternoon	good	5+	not found
5389	Moscow	grey	5+	200-300k	morning	bad	1	found
5390	Moscow	white	2	300-500k	night	mixed	2	found
5391	Chelyabinsk	black	2	2000k+	night	bad	3	found
5392	Kazan	blue	2	1000-2000k	morning	good	3	found
5393	Novosibirsk	red	4	500-700k	night	good	2	found
5394	Yekaterinburg	red	5+	150-200k	night	bad	1	found
5395	Saint Petersburg	grey	2	2000k+	evening	mixed	3	not found
5396	Kazan	black	5+	2000k+	morning	bad	4	not found
5397	Kazan	blue	2	200-300k	night	bad	2	found
5398	Novosibirsk	black	2	200-300k	morning	mixed	4	not found
5399	Saint Petersburg	white	5+	500-700k	evening	bad	4	not found
5400	Yekaterinburg	white	2	2000k+	evening	bad	1	found
5401	Moscow	grey	2	700-1000k	afternoon	good	4	found
5402	Kazan	white	4	300-500k	night	mixed	1	found
5403	Samara	blue	5+	500-700k	afternoon	bad	2	not found
5404	Yekaterinburg	black	2	1000-2000k	evening	mixed	2	found
5405	Samara	white	2	150-200k	night	bad	3	found
5406	Yekaterinburg	red	4	700-1000k	afternoon	bad	4	not found
5407	Novosibirsk	red	2	1000-2000k	afternoon	bad	1	not found
5408	Saint Petersburg	blue	5+	150-200k	afternoon	mixed	5+	found
5409	Moscow	grey	2	300-500k	afternoon	good	3	found
5410	Yekaterinburg	black	2	1000-2000k	night	good	3	found
5411	Moscow	blue	2	1000-2000k	night	bad	4	found
5412	Moscow	white	5+	1000-2000k	afternoon	bad	1	not found
5413	Samara	grey	5+	2000k+	morning	bad	2	found
5414	Moscow	blue	4	1000-2000k	afternoon	mixed	1	not found
5415	Samara	grey	4	200-300k	evening	bad	5+	not found
5416	Saint Petersburg	grey	4	1000-2000k	evening	good	2	not found
5417	Saint Petersburg	white	2	1000-2000k	afternoon	good	5+	found
5418	Novosibirsk	blue	4	500-700k	night	mixed	3	not found
5419	Saint Petersburg	white	4	1000-2000k	evening	bad	3	not found
5420	Moscow	white	5+	200-300k	evening	bad	5+	found
5421	Samara	white	2	300-500k	morning	mixed	2	not found
5422	Samara	grey	2	700-1000k	evening	mixed	5+	found
5423	Novosibirsk	blue	4	200-300k	afternoon	bad	4	found
5424	Kazan	white	4	150-200k	night	good	5+	not found
5425	Chelyabinsk	grey	2	2000k+	afternoon	mixed	4	found
5426	Novosibirsk	blue	4	150-200k	morning	bad	1	found
5427	Samara	black	2	150-200k	morning	mixed	3	not found
5428	Novosibirsk	grey	2	1000-2000k	night	good	1	found
5429	Yekaterinburg	red	4	150-200k	morning	mixed	4	not found
5430	Yekaterinburg	grey	2	300-500k	afternoon	bad	4	found
5431	Novosibirsk	white	4	500-700k	night	mixed	3	found
5432	Novosibirsk	grey	5+	700-1000k	afternoon	bad	4	not found
5433	Moscow	black	2	500-700k	morning	good	3	not found
5434	Yekaterinburg	blue	5+	200-300k	afternoon	bad	1	not found
5435	Moscow	blue	5+	500-700k	afternoon	good	5+	not found
5436	Moscow	white	5+	200-300k	afternoon	mixed	2	not found
5437	Novosibirsk	blue	2	300-500k	morning	bad	2	not found
5438	Chelyabinsk	blue	5+	300-500k	afternoon	bad	1	found
5439	Kazan	white	4	150-200k	evening	bad	3	found
5440	Moscow	white	2	300-500k	night	bad	1	found
5441	Kazan	grey	5+	300-500k	afternoon	mixed	4	found
5442	Moscow	white	4	500-700k	afternoon	mixed	5+	found
5443	Chelyabinsk	grey	5+	1000-2000k	evening	bad	5+	found
5444	Chelyabinsk	blue	4	150-200k	night	mixed	1	found
5445	Yekaterinburg	grey	2	500-700k	night	good	5+	not found
5446	Samara	black	5+	200-300k	night	good	4	found
5447	Kazan	grey	2	700-1000k	morning	mixed	2	found
5448	Yekaterinburg	red	5+	2000k+	afternoon	mixed	5+	not found
5449	Kazan	white	5+	2000k+	afternoon	bad	1	not found
5450	Chelyabinsk	grey	4	1000-2000k	evening	mixed	4	not found
5451	Chelyabinsk	blue	2	150-200k	night	bad	5+	found
5452	Kazan	black	5+	200-300k	morning	bad	3	found
5453	Kazan	white	5+	2000k+	morning	bad	4	not found
5454	Moscow	blue	2	1000-2000k	night	bad	2	not found
5455	Moscow	red	5+	1000-2000k	afternoon	bad	1	found
5456	Samara	blue	5+	150-200k	evening	bad	2	not found
5457	Yekaterinburg	grey	5+	300-500k	afternoon	bad	1	not found
5458	Kazan	red	4	2000k+	night	bad	5+	found
5459	Samara	black	4	700-1000k	afternoon	bad	3	not found
5460	Saint Petersburg	red	2	200-300k	night	mixed	1	found
5461	Novosibirsk	white	4	150-200k	night	bad	5+	not found
5462	Yekaterinburg	blue	2	1000-2000k	afternoon	mixed	1	found
5463	Novosibirsk	black	2	150-200k	morning	good	2	found
5464	Samara	grey	5+	500-700k	night	good	5+	found
5465	Saint Petersburg	grey	4	1000-2000k	evening	good	2	not found
5466	Saint Petersburg	grey	5+	700-1000k	afternoon	mixed	2	found
5467	Samara	grey	5+	300-500k	afternoon	mixed	1	not found
5468	Chelyabinsk	red	2	200-300k	night	bad	1	not found
5469	Samara	black	2	2000k+	night	bad	1	not found
5470	Saint Petersburg	grey	5+	150-200k	night	bad	2	not found
5471	Kazan	blue	4	2000k+	morning	mixed	1	found
5472	Moscow	grey	5+	500-700k	morning	good	1	found
5473	Kazan	black	5+	500-700k	night	bad	3	not found
5474	Saint Petersburg	red	5+	300-500k	morning	good	5+	not found
5475	Saint Petersburg	blue	5+	2000k+	night	bad	2	not found
5476	Kazan	black	5+	200-300k	night	mixed	5+	found
5477	Chelyabinsk	black	4	500-700k	evening	bad	2	found
5478	Samara	grey	5+	2000k+	night	good	2	not found
5479	Moscow	grey	4	2000k+	afternoon	mixed	3	not found
5480	Samara	grey	2	150-200k	afternoon	mixed	2	found
5481	Samara	blue	2	500-700k	morning	bad	1	not found
5482	Moscow	red	5+	200-300k	evening	bad	1	not found
5483	Samara	blue	5+	150-200k	afternoon	bad	3	found
5484	Samara	blue	4	1000-2000k	night	mixed	2	found
5485	Chelyabinsk	blue	2	200-300k	night	bad	3	found
5486	Yekaterinburg	black	4	200-300k	morning	good	1	not found
5487	Yekaterinburg	blue	2	200-300k	morning	mixed	4	found
5488	Chelyabinsk	black	5+	2000k+	morning	mixed	1	found
5489	Moscow	blue	4	150-200k	night	mixed	5+	found
5490	Novosibirsk	blue	2	200-300k	morning	bad	3	found
5491	Chelyabinsk	blue	2	700-1000k	night	mixed	2	found
5492	Chelyabinsk	red	2	200-300k	evening	bad	4	not found
5493	Chelyabinsk	blue	5+	1000-2000k	evening	good	5+	found
5494	Kazan	white	2	2000k+	morning	mixed	1	found
5495	Kazan	black	5+	2000k+	evening	bad	1	not found
5496	Kazan	black	4	200-300k	night	bad	1	found
5497	Saint Petersburg	grey	4	2000k+	afternoon	mixed	2	found
5498	Kazan	black	2	2000k+	night	bad	4	found
5499	Kazan	blue	4	150-200k	afternoon	mixed	3	not found
5500	Moscow	black	4	2000k+	evening	good	1	not found
5501	Saint Petersburg	white	5+	700-1000k	evening	bad	2	not found
5502	Moscow	red	2	500-700k	night	bad	5+	not found
5503	Novosibirsk	blue	2	200-300k	night	mixed	5+	not found
5504	Novosibirsk	grey	4	700-1000k	night	bad	5+	not found
5505	Samara	black	5+	200-300k	morning	good	4	not found
5506	Kazan	blue	4	200-300k	afternoon	mixed	2	not found
5507	Samara	grey	2	200-300k	night	bad	3	not found
5508	Yekaterinburg	blue	4	300-500k	evening	good	2	not found
5509	Kazan	blue	5+	1000-2000k	afternoon	mixed	2	found
5510	Saint Petersburg	black	2	150-200k	evening	mixed	3	found
5511	Novosibirsk	grey	2	200-300k	night	good	3	not found
5512	Yekaterinburg	black	2	2000k+	afternoon	bad	1	found
5513	Saint Petersburg	white	5+	700-1000k	evening	bad	1	found
5514	Kazan	blue	2	200-300k	evening	mixed	2	found
5515	Novosibirsk	grey	5+	500-700k	evening	bad	1	not found
5516	Saint Petersburg	grey	2	2000k+	night	good	5+	found
5517	Saint Petersburg	red	4	200-300k	night	good	2	found
5518	Yekaterinburg	blue	5+	1000-2000k	evening	bad	5+	found
5519	Chelyabinsk	black	5+	200-300k	afternoon	good	5+	not found
5520	Chelyabinsk	black	4	500-700k	morning	mixed	5+	found
5521	Chelyabinsk	white	4	200-300k	night	mixed	4	found
5522	Novosibirsk	black	4	300-500k	night	mixed	4	found
5523	Kazan	blue	5+	1000-2000k	afternoon	good	2	not found
5524	Chelyabinsk	grey	5+	150-200k	afternoon	good	5+	not found
5525	Samara	grey	4	500-700k	night	mixed	5+	found
5526	Novosibirsk	grey	5+	700-1000k	afternoon	mixed	2	not found
5527	Samara	red	2	300-500k	evening	bad	5+	found
5528	Yekaterinburg	black	2	150-200k	evening	good	2	found
5529	Saint Petersburg	blue	2	200-300k	afternoon	good	3	found
5530	Samara	red	5+	300-500k	afternoon	good	4	found
5531	Yekaterinburg	white	5+	500-700k	morning	good	2	found
5532	Chelyabinsk	blue	2	700-1000k	afternoon	good	3	not found
5533	Saint Petersburg	black	5+	200-300k	night	good	5+	found
5534	Novosibirsk	black	2	300-500k	afternoon	bad	1	not found
5535	Kazan	black	2	700-1000k	afternoon	bad	2	not found
5536	Kazan	grey	2	1000-2000k	morning	bad	2	found
5537	Saint Petersburg	white	5+	500-700k	evening	mixed	4	found
5538	Chelyabinsk	grey	5+	700-1000k	evening	mixed	1	found
5539	Saint Petersburg	blue	2	700-1000k	morning	bad	5+	found
5540	Kazan	grey	5+	1000-2000k	night	good	3	found
5541	Saint Petersburg	blue	4	1000-2000k	afternoon	good	2	not found
5542	Novosibirsk	red	4	2000k+	morning	bad	4	not found
5543	Chelyabinsk	black	2	2000k+	afternoon	mixed	1	not found
5544	Saint Petersburg	blue	4	300-500k	night	bad	3	not found
5545	Novosibirsk	white	4	500-700k	night	mixed	2	not found
5546	Saint Petersburg	grey	4	150-200k	night	good	5+	found
5547	Saint Petersburg	grey	4	500-700k	evening	good	2	not found
5548	Kazan	white	4	300-500k	night	mixed	1	found
5549	Kazan	grey	5+	700-1000k	afternoon	good	5+	found
5550	Chelyabinsk	blue	5+	1000-2000k	afternoon	good	1	not found
5551	Samara	white	4	2000k+	afternoon	mixed	1	found
5552	Moscow	blue	2	700-1000k	morning	bad	5+	found
5553	Chelyabinsk	blue	4	200-300k	night	good	1	found
5554	Saint Petersburg	blue	5+	1000-2000k	night	bad	5+	found
5555	Novosibirsk	white	5+	500-700k	evening	bad	2	not found
5556	Samara	white	4	300-500k	evening	bad	2	found
5557	Moscow	white	4	700-1000k	morning	bad	2	found
5558	Yekaterinburg	black	2	150-200k	evening	good	1	found
5559	Moscow	grey	2	2000k+	morning	bad	3	not found
5560	Novosibirsk	white	4	200-300k	night	good	4	found
5561	Samara	red	2	300-500k	afternoon	good	3	not found
5562	Yekaterinburg	white	5+	700-1000k	afternoon	bad	3	found
5563	Moscow	grey	2	150-200k	evening	bad	5+	not found
5564	Novosibirsk	black	4	700-1000k	morning	mixed	4	found
5565	Saint Petersburg	blue	4	200-300k	night	bad	5+	not found
5566	Novosibirsk	grey	4	200-300k	night	mixed	4	not found
5567	Yekaterinburg	black	5+	300-500k	night	good	5+	found
5568	Chelyabinsk	black	4	1000-2000k	afternoon	bad	2	found
5569	Chelyabinsk	black	4	500-700k	afternoon	bad	5+	found
5570	Chelyabinsk	black	5+	500-700k	evening	good	4	found
5571	Novosibirsk	blue	5+	150-200k	night	bad	2	found
5572	Novosibirsk	red	5+	150-200k	evening	bad	3	found
5573	Novosibirsk	black	2	200-300k	night	good	3	not found
5574	Novosibirsk	black	4	1000-2000k	evening	bad	2	not found
5575	Yekaterinburg	blue	4	700-1000k	evening	bad	1	not found
5576	Kazan	grey	5+	2000k+	night	mixed	3	not found
5577	Moscow	white	2	500-700k	morning	good	5+	found
5578	Chelyabinsk	black	2	150-200k	afternoon	good	1	not found
5579	Moscow	black	4	150-200k	morning	good	1	not found
5580	Kazan	grey	2	2000k+	night	bad	4	found
5581	Yekaterinburg	blue	5+	150-200k	afternoon	bad	1	not found
5582	Saint Petersburg	white	5+	700-1000k	evening	bad	3	not found
5583	Kazan	black	4	700-1000k	morning	bad	3	found
5584	Samara	blue	4	2000k+	afternoon	mixed	3	found
5585	Novosibirsk	red	5+	150-200k	morning	mixed	4	found
5586	Yekaterinburg	blue	4	500-700k	evening	good	5+	not found
5587	Saint Petersburg	blue	4	500-700k	night	good	4	not found
5588	Yekaterinburg	white	2	700-1000k	night	good	5+	found
5589	Saint Petersburg	black	2	150-200k	morning	mixed	3	found
5590	Novosibirsk	red	4	300-500k	morning	mixed	1	found
5591	Novosibirsk	red	2	2000k+	evening	mixed	1	found
5592	Yekaterinburg	red	4	200-300k	night	bad	5+	not found
5593	Saint Petersburg	black	4	500-700k	evening	bad	2	found
5594	Chelyabinsk	black	4	200-300k	afternoon	bad	3	found
5595	Kazan	red	2	700-1000k	morning	mixed	5+	found
5596	Chelyabinsk	black	2	2000k+	afternoon	bad	2	not found
5597	Moscow	black	2	1000-2000k	morning	bad	3	not found
5598	Novosibirsk	grey	4	700-1000k	evening	mixed	5+	found
5599	Novosibirsk	blue	5+	1000-2000k	evening	bad	2	found
5600	Samara	red	4	500-700k	afternoon	mixed	3	found
5601	Saint Petersburg	red	4	200-300k	morning	good	3	found
5602	Yekaterinburg	black	4	500-700k	morning	bad	5+	found
5603	Saint Petersburg	red	4	500-700k	evening	good	3	not found
5604	Chelyabinsk	blue	5+	150-200k	afternoon	mixed	4	not found
5605	Yekaterinburg	white	2	500-700k	morning	good	4	found
5606	Yekaterinburg	grey	5+	200-300k	afternoon	mixed	2	not found
5607	Samara	red	2	500-700k	afternoon	mixed	3	not found
5608	Novosibirsk	white	5+	1000-2000k	morning	bad	4	found
5609	Saint Petersburg	black	2	500-700k	night	good	5+	not found
5610	Samara	red	4	500-700k	night	bad	1	found
5611	Yekaterinburg	black	4	500-700k	evening	bad	3	found
5612	Moscow	white	5+	700-1000k	afternoon	mixed	3	found
5613	Chelyabinsk	white	4	500-700k	afternoon	bad	4	found
5614	Kazan	blue	5+	500-700k	night	good	4	not found
5615	Samara	blue	4	700-1000k	afternoon	mixed	1	not found
5616	Samara	blue	2	700-1000k	morning	good	5+	not found
5617	Yekaterinburg	red	4	1000-2000k	afternoon	bad	2	found
5618	Samara	blue	4	300-500k	afternoon	bad	4	not found
5619	Moscow	black	4	2000k+	afternoon	mixed	4	found
5620	Moscow	grey	5+	2000k+	evening	bad	3	found
5621	Yekaterinburg	black	5+	200-300k	afternoon	mixed	2	found
5622	Saint Petersburg	grey	4	1000-2000k	afternoon	good	1	found
5623	Samara	blue	2	200-300k	afternoon	bad	3	not found
5624	Moscow	red	4	150-200k	evening	bad	5+	found
5625	Novosibirsk	black	5+	500-700k	night	bad	1	found
5626	Moscow	red	2	300-500k	night	bad	4	found
5627	Novosibirsk	blue	4	300-500k	night	mixed	1	found
5628	Yekaterinburg	blue	5+	2000k+	evening	bad	1	found
5629	Saint Petersburg	black	5+	150-200k	afternoon	bad	4	found
5630	Kazan	blue	4	1000-2000k	afternoon	mixed	5+	found
5631	Saint Petersburg	grey	5+	700-1000k	afternoon	mixed	5+	found
5632	Chelyabinsk	red	5+	1000-2000k	night	mixed	3	found
5633	Samara	white	5+	300-500k	night	mixed	2	found
5634	Yekaterinburg	grey	4	300-500k	morning	bad	2	not found
5635	Moscow	grey	2	500-700k	morning	good	2	not found
5636	Saint Petersburg	grey	5+	700-1000k	morning	bad	5+	not found
5637	Yekaterinburg	grey	2	300-500k	evening	mixed	5+	found
5638	Saint Petersburg	red	5+	700-1000k	afternoon	bad	1	not found
5639	Chelyabinsk	blue	4	1000-2000k	afternoon	bad	5+	found
5640	Saint Petersburg	red	4	200-300k	evening	bad	1	found
5641	Kazan	blue	5+	200-300k	night	bad	5+	not found
5642	Novosibirsk	blue	4	2000k+	afternoon	good	2	found
5643	Samara	white	5+	200-300k	night	bad	3	found
5644	Chelyabinsk	black	4	2000k+	evening	bad	5+	found
5645	Yekaterinburg	blue	4	500-700k	evening	bad	1	not found
5646	Kazan	red	2	150-200k	morning	bad	2	not found
5647	Samara	red	2	300-500k	afternoon	mixed	3	found
5648	Saint Petersburg	black	4	2000k+	evening	good	1	not found
5649	Samara	black	4	300-500k	morning	mixed	1	found
5650	Yekaterinburg	white	2	300-500k	afternoon	bad	2	found
5651	Novosibirsk	white	4	300-500k	morning	bad	2	found
5652	Novosibirsk	red	5+	200-300k	night	bad	4	not found
5653	Samara	red	2	2000k+	night	bad	4	found
5654	Moscow	grey	2	300-500k	evening	bad	5+	not found
5655	Moscow	red	2	2000k+	morning	bad	4	not found
5656	Saint Petersburg	black	5+	500-700k	evening	bad	5+	not found
5657	Novosibirsk	blue	2	1000-2000k	evening	bad	5+	not found
5658	Kazan	grey	4	1000-2000k	morning	mixed	2	not found
5659	Chelyabinsk	white	2	1000-2000k	evening	mixed	4	found
5660	Novosibirsk	white	5+	500-700k	night	mixed	2	found
5661	Moscow	grey	5+	300-500k	night	bad	3	not found
5662	Moscow	black	2	200-300k	morning	good	2	not found
5663	Novosibirsk	red	4	2000k+	afternoon	good	1	not found
5664	Moscow	black	4	300-500k	morning	mixed	5+	not found
5665	Saint Petersburg	black	2	300-500k	morning	bad	4	found
5666	Saint Petersburg	blue	4	150-200k	night	mixed	5+	found
5667	Chelyabinsk	black	2	300-500k	afternoon	mixed	5+	not found
5668	Saint Petersburg	black	4	1000-2000k	night	good	2	not found
5669	Saint Petersburg	grey	5+	200-300k	night	good	2	found
5670	Samara	grey	5+	1000-2000k	night	bad	4	not found
5671	Saint Petersburg	grey	5+	2000k+	morning	mixed	5+	found
5672	Chelyabinsk	blue	5+	1000-2000k	night	bad	1	not found
5673	Yekaterinburg	white	5+	700-1000k	afternoon	mixed	1	not found
5674	Yekaterinburg	grey	4	300-500k	morning	bad	5+	not found
5675	Saint Petersburg	black	5+	2000k+	morning	mixed	2	found
5676	Novosibirsk	grey	2	2000k+	night	mixed	4	not found
5677	Samara	grey	5+	150-200k	afternoon	good	2	found
5678	Chelyabinsk	blue	2	700-1000k	evening	bad	2	not found
5679	Yekaterinburg	white	2	300-500k	night	bad	3	found
5680	Yekaterinburg	grey	5+	150-200k	afternoon	good	4	found
5681	Chelyabinsk	grey	5+	700-1000k	morning	bad	1	not found
